Departure Date,Origin City,Destination City,Airline,Price (AUD)
2024-12-29,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-29,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-29,Sydney (SYD),Los Angeles (LAX),LA,1845.1
2024-12-29,Sydney (SYD),Los Angeles (LAX),EK,1887.48
2024-12-29,Sydney (SYD),Los Angeles (LAX),EK,1887.48
2024-12-29,Sydney (SYD),Los Angeles (LAX),QF,1966.75
2024-12-29,Sydney (SYD),Los Angeles (LAX),QF,1966.75
2024-12-29,Sydney (SYD),Los Angeles (LAX),QF,2169.9
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,2607.38
2024-12-29,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-29,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-29,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-29,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-29,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-29,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-29,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-29,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-29,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-29,Sydney (SYD),Los Angeles (LAX),UA,6317.76
2024-12-29,Sydney (SYD),Los Angeles (LAX),CZ,7609.12
2024-12-29,Sydney (SYD),Los Angeles (LAX),CZ,7609.12
2024-12-30,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-30,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-30,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-30,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-30,Sydney (SYD),Los Angeles (LAX),CI,881.62
2024-12-30,Sydney (SYD),Los Angeles (LAX),TN,889.74
2024-12-30,Sydney (SYD),Los Angeles (LAX),FJ,988.9
2024-12-30,Sydney (SYD),Los Angeles (LAX),FJ,988.9
2024-12-30,Sydney (SYD),Los Angeles (LAX),KE,1086.33
2024-12-30,Sydney (SYD),Los Angeles (LAX),UA,1111.68
2024-12-30,Sydney (SYD),Los Angeles (LAX),UA,1116.76
2024-12-30,Sydney (SYD),Los Angeles (LAX),UA,1116.76
2024-12-30,Sydney (SYD),Los Angeles (LAX),NH,1194.29
2024-12-30,Sydney (SYD),Los Angeles (LAX),NH,1194.29
2024-12-30,Sydney (SYD),Los Angeles (LAX),CX,1259.02
2024-12-30,Sydney (SYD),Los Angeles (LAX),CX,1259.02
2024-12-30,Sydney (SYD),Los Angeles (LAX),CX,1259.02
2024-12-30,Sydney (SYD),Los Angeles (LAX),CX,1283.02
2024-12-30,Sydney (SYD),Los Angeles (LAX),QF,1319.9
2024-12-30,Sydney (SYD),Los Angeles (LAX),AC,1335.68
2024-12-30,Sydney (SYD),Los Angeles (LAX),AC,1335.68
2024-12-30,Sydney (SYD),Los Angeles (LAX),AC,1335.68
2024-12-30,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-30,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-30,Sydney (SYD),Los Angeles (LAX),NH,1345.84
2024-12-30,Sydney (SYD),Los Angeles (LAX),NH,1345.84
2024-12-30,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-30,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-30,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-30,Sydney (SYD),Los Angeles (LAX),NZ,1446.63
2024-12-30,Sydney (SYD),Los Angeles (LAX),NZ,1446.63
2024-12-30,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-30,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-30,Sydney (SYD),Los Angeles (LAX),QR,1740.23
2024-12-30,Sydney (SYD),Los Angeles (LAX),AC,1896.68
2024-12-30,Sydney (SYD),Los Angeles (LAX),LA,1949.0
2024-12-30,Sydney (SYD),Los Angeles (LAX),EK,2015.48
2024-12-30,Sydney (SYD),Los Angeles (LAX),EK,2015.48
2024-12-30,Sydney (SYD),Los Angeles (LAX),QF,2103.9
2024-12-30,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-30,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-30,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-30,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-30,Sydney (SYD),Los Angeles (LAX),CZ,7609.12
2024-12-30,Sydney (SYD),Los Angeles (LAX),CZ,7609.12
2024-12-31,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-31,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-31,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-31,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-31,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-31,Sydney (SYD),Los Angeles (LAX),FJ,850.9
2024-12-31,Sydney (SYD),Los Angeles (LAX),FJ,850.9
2024-12-31,Sydney (SYD),Los Angeles (LAX),FJ,984.06
2024-12-31,Sydney (SYD),Los Angeles (LAX),FJ,1036.06
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1061.38
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1061.38
2024-12-31,Sydney (SYD),Los Angeles (LAX),OZ,1109.45
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1116.38
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1116.38
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1116.38
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1116.38
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1149.38
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1170.45
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,1170.45
2024-12-31,Sydney (SYD),Los Angeles (LAX),KE,1198.33
2024-12-31,Sydney (SYD),Los Angeles (LAX),CI,1248.62
2024-12-31,Sydney (SYD),Los Angeles (LAX),CI,1248.62
2024-12-31,Sydney (SYD),Los Angeles (LAX),CI,1248.62
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,1250.68
2024-12-31,Sydney (SYD),Los Angeles (LAX),CX,1259.02
2024-12-31,Sydney (SYD),Los Angeles (LAX),QF,1319.9
2024-12-31,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-31,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-31,Sydney (SYD),Los Angeles (LAX),NH,1345.84
2024-12-31,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-31,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,1504.76
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,1504.76
2024-12-31,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-31,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-31,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-31,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-31,Sydney (SYD),Los Angeles (LAX),NH,1598.29
2024-12-31,Sydney (SYD),Los Angeles (LAX),NH,1598.29
2024-12-31,Sydney (SYD),Los Angeles (LAX),QR,1659.23
2024-12-31,Sydney (SYD),Los Angeles (LAX),QF,1901.75
2024-12-31,Sydney (SYD),Los Angeles (LAX),EK,2015.48
2024-12-31,Sydney (SYD),Los Angeles (LAX),EK,2015.48
2024-12-31,Sydney (SYD),Los Angeles (LAX),AC,2040.68
2024-12-31,Sydney (SYD),Los Angeles (LAX),LA,2064.0
2024-12-31,Sydney (SYD),Los Angeles (LAX),QF,2103.9
2024-12-31,Sydney (SYD),Los Angeles (LAX),AC,2192.68
2024-12-31,Sydney (SYD),Los Angeles (LAX),HA,2449.38
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-31,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-31,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-31,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-31,Sydney (SYD),Los Angeles (LAX),CZ,6366.12
